Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago,User
0.5267,Sat Feb 24 17:46:03 +0000 2018,0.595,0.0,0.405,Hamantaschen for chocolate lovers https://t.co/mRYTMTcMcS https://t.co/5WKaK4DyTh,10,The New York Times
-0.7964,Sat Feb 24 17:31:05 +0000 2018,0.465,0.433,0.102,Nikolas Cruz's arrest raises the rare prospect of a death penalty trial for a massacre https://t.co/IaG3GYaXkw,11,The New York Times
0.0,Sat Feb 24 17:16:05 +0000 2018,1.0,0.0,0.0,"Berkshire Hathaway got a $29 billion windfall last year from the new tax law, Warren Buffett wrote in his annual le… https://t.co/dWh61bU4OP",12,The New York Times
0.6369,Sat Feb 24 17:01:05 +0000 2018,0.811,0.0,0.189,"Surpassing its own lofty expectations, Norway has delivered the greatest performance in the history of the Winter G… https://t.co/hBKpUJtbde",13,The New York Times
0.0,Sat Feb 24 16:51:01 +0000 2018,1.0,0.0,0.0,"RT @nytgraphics: Capturing the twists, turns and leaps of 12 Olympians in fractions of a second. https://t.co/IeoixXmO9p https://t.co/VMRMw…",14,The New York Times
-0.5574,Sat Feb 24 16:41:05 +0000 2018,0.753,0.247,0.0,"Of the 19 people charged so far in the Mueller investigation, 5 have pleaded guilty https://t.co/KNwEStYaPq https://t.co/E4nTn4o1sf",15,The New York Times
0.0258,Sat Feb 24 16:26:39 +0000 2018,0.762,0.117,0.121,"This special report on Louisiana’s vanishing coast, and the people who live there, depicts a losing race against ti… https://t.co/PrDyQQpI8p",16,The New York Times
-0.5267,Sat Feb 24 16:18:46 +0000 2018,0.848,0.152,0.0,"The latest threat to Louisiana’s coast is an aphid-like insect that, along with nutria and feral hogs, is destroyin… https://t.co/1lNLXJJ4R6",17,The New York Times
0.0,Sat Feb 24 16:09:43 +0000 2018,1.0,0.0,0.0,"Federal, state and local governments have spent more than $20 billion on levees, flood walls, gates and pumps in gr… https://t.co/mpagXFuVdQ",18,The New York Times
0.2263,Sat Feb 24 15:58:52 +0000 2018,0.894,0.0,0.106,"A football field’s worth of Louisiana wetlands vanishes every 100 minutes, according to the U.S. Geological Survey.… https://t.co/AVl4J2iSB3",19,The New York Times
-0.1779,Sat Feb 24 15:50:05 +0000 2018,0.711,0.161,0.128,"Special Report: Climate change is pushing seas ever higher, threatening coastal areas worldwide. The American epice… https://t.co/ufdeaWrJCz",20,The New York Times
-0.5267,Sat Feb 24 15:42:06 +0000 2018,0.841,0.159,0.0,"The conspiracy theories about the school shooting survivors in Parkland, Florida have roots dating to the civil rig… https://t.co/H8KhfmQ4it",21,The New York Times
-0.4767,Sat Feb 24 15:32:01 +0000 2018,0.853,0.147,0.0,Trump mixed facts and falsehoods in a speech at CPAC. Here's a look at what he got right and wrong: https://t.co/6DXcMWErKH,22,The New York Times
0.0,Sat Feb 24 15:17:09 +0000 2018,1.0,0.0,0.0,Your weekend playlist has arrived. The week's 14 most notable new songs: https://t.co/UiwQMObPdF,23,The New York Times
0.0772,Sat Feb 24 15:02:01 +0000 2018,0.939,0.0,0.061,“There’s an unacceptably large number of younger miners who have end-stage disease and the only choice is to get a… https://t.co/OJDRQiJWm6,24,The New York Times
0.4215,Sat Feb 24 14:42:04 +0000 2018,0.882,0.0,0.118,“This is the road map to reducing the obesity epidemic in the United States. It’s time for U.S. and other national… https://t.co/QDdZkFh40b,25,The New York Times
0.2023,Sat Feb 24 14:31:04 +0000 2018,0.913,0.0,0.087,"The approximate top speeds of Winter Olympic athletes:
Downhill skiing: 90 mph
Bobsled: 90 mph
Luge: 85 mph
Skeleto… https://t.co/aEAELMLVQU",26,The New York Times
0.0,Sat Feb 24 14:21:05 +0000 2018,1.0,0.0,0.0,"They said it would be a ""lower-cost alternative."" They didn't mention it would cost $18,375 for a bottle of 100 pil… https://t.co/HD8FS7RMZs",27,The New York Times
0.449,Sat Feb 24 14:02:05 +0000 2018,0.618,0.143,0.239,"Modern Love: ""He was not supposed to die from this cancer. Two days before, I was still being told, 'It’s a bump in… https://t.co/YktHHbCTPN",28,The New York Times
0.0,Sat Feb 24 13:41:05 +0000 2018,1.0,0.0,0.0,The one item that will change your weeknight cooking: The quarter-sheet pan https://t.co/M8MqWDkD57,29,The New York Times
0.0,Sat Feb 24 13:31:03 +0000 2018,1.0,0.0,0.0,There’s a familiar trope heard in living rooms around the world during the Olympic Games: “I could do that.” Here's… https://t.co/zo6VGi4h8W,30,The New York Times
-0.631,Sat Feb 24 13:21:05 +0000 2018,0.695,0.305,0.0,"She had a rare, aggressive form of ovarian cancer. Traditional treatments failed, but with immunotherapy her tumors… https://t.co/ror3CzPZXC",31,The New York Times
0.0,Sat Feb 24 13:02:04 +0000 2018,1.0,0.0,0.0,"Opinion: The misguided drive to measure ""learning outcomes"" https://t.co/4gQFbvs140",32,The New York Times
0.4404,Sat Feb 24 12:53:29 +0000 2018,0.838,0.0,0.162,"The Week in Good News: The Garlic Girls, Rhodes Scholarships and an African Funk Pioneer https://t.co/sBLtz3N3L9",33,The New York Times
-0.5106,Sat Feb 24 12:41:01 +0000 2018,0.708,0.292,0.0,Can you get sick just from being cold? https://t.co/R5I35l4ADV,34,The New York Times
0.1027,Sat Feb 24 12:21:04 +0000 2018,0.729,0.125,0.146,"New York, New Jersey, Connecticut and Rhode Island banded together to form a gun safety coalition https://t.co/I6fn1FjJo8",35,The New York Times
0.0,Sat Feb 24 12:02:08 +0000 2018,1.0,0.0,0.0,The creators of mysterious cave paintings in Europe have been found — and it's not who scientists expected https://t.co/1sTHTwbK5B,36,The New York Times
0.5719,Sat Feb 24 11:31:08 +0000 2018,0.829,0.0,0.171,Ester Ledecka joined a short list of athletes who have won medals in different disciplines in the same Olympics https://t.co/jHfbGylo37,37,The New York Times
0.0,Sat Feb 24 11:28:31 +0000 2018,1.0,0.0,0.0,Malaysia’s Leader Stirs Up a Tempest in a Quinoa Bowl https://t.co/yheXEXvJa8,38,The New York Times
0.0,Sat Feb 24 11:24:28 +0000 2018,1.0,0.0,0.0,First Person: How I Became a 37-Year-Old Snowbird https://t.co/1xjgPpdRjE,39,The New York Times
0.0,Sat Feb 24 11:20:24 +0000 2018,1.0,0.0,0.0,Linda McMahon Gets a Ringside Seat for TrumpMania https://t.co/aDo0LBwLrx,40,The New York Times
-0.5574,Sat Feb 24 11:02:06 +0000 2018,0.833,0.167,0.0,"RT @nytopinion: A conservative prime minister in Australia was able to confiscate some 650,000 privately owned firearms and ban semiautomat…",41,The New York Times
-0.8402,Sat Feb 24 10:31:05 +0000 2018,0.64,0.36,0.0,Two members of Canada’s Olympic delegation were arrested in Pyeongchang after being accused of stealing a car and d… https://t.co/e7sHQqa52R,42,The New York Times
0.4754,Sat Feb 24 10:14:15 +0000 2018,0.781,0.0,0.219,Trilobites: The Chambered Nautilus Is the Ocean’s Most Efficient Jet Engine https://t.co/AzAmtTRI0D,43,The New York Times
0.34,Sat Feb 24 10:06:19 +0000 2018,0.656,0.123,0.221,"Rejecting flashy forms in favor of buildings in harmony with their environment, the architect Kengo Kuma is trying… https://t.co/xf0e4PmQW6",44,The New York Times
0.0,Sat Feb 24 09:46:06 +0000 2018,1.0,0.0,0.0,RT @AKannapell: What We’re Reading: @senatormayukh on Geechee food writer Vertamae Smart-Grosvenor (h/t @kimseverson); @AnnaDubenko’s Parti…,45,The New York Times
0.6597,Sat Feb 24 09:31:08 +0000 2018,0.707,0.0,0.293,RT @ScottCacciola: The huge crowd of Americans awaiting the curling team’s gold medal ceremony. https://t.co/rHdukh7E5o,46,The New York Times
0.0,Sat Feb 24 09:31:07 +0000 2018,1.0,0.0,0.0,Team Minnesota? You betcha. https://t.co/HPLQsaCKCF,47,The New York Times
0.0,Sat Feb 24 09:16:12 +0000 2018,1.0,0.0,0.0,"Capturing the speed of 12 Olympians, frame by frame https://t.co/dYHfJB9D6f https://t.co/HDFyOR9SoT",48,The New York Times
0.7783,Sat Feb 24 09:12:26 +0000 2018,0.702,0.0,0.298,The American men have won the country’s first gold medal in curling with a 10-7 victory against Sweden https://t.co/hUF0tQtMd6,49,The New York Times
0.5859,Sat Feb 24 09:10:53 +0000 2018,0.667,0.103,0.23,RT @ScottCacciola: The American men have defeated Sweden to win the country's first gold medal in curling. I bought one of them shoes last…,50,The New York Times
-0.296,Sat Feb 24 09:02:02 +0000 2018,0.776,0.138,0.086,"A little over 8 years ago, a painting by the Impressionist Edgar Degas was stolen in Marseille. It was found last w… https://t.co/8E8z0ptBSa",51,The New York Times
-0.1027,Sat Feb 24 08:39:06 +0000 2018,0.851,0.149,0.0,It’s been a hard fall for Luann de Lesseps https://t.co/u46hJwDUz8,52,The New York Times
-0.2023,Sat Feb 24 08:21:56 +0000 2018,0.849,0.094,0.057,"KFC had a massive chicken shortage in Britain. In an apology ad, it rearranged its letters to suggest a 4-letter wo… https://t.co/Uuy7ZSp1Rc",53,The New York Times
-0.4939,Sat Feb 24 08:04:10 +0000 2018,0.873,0.127,0.0,"RT @nytimesarts: Will the magic of “Harry Potter and the Cursed Child” transfer from London to New York? “Broadway is a scary place,” says…",54,The New York Times
0.0,Sat Feb 24 07:47:07 +0000 2018,1.0,0.0,0.0,"President Trump announced that he would be relying on the ATF to regulate ""bump stocks."" But he's left the critical… https://t.co/ApWYdSxYXo",55,The New York Times
0.0,Sat Feb 24 07:31:07 +0000 2018,1.0,0.0,0.0,Ester Ledecka planned to make history as the first person to compete at the Olympics in both skiing and snowboardin… https://t.co/LawOsDii9k,56,The New York Times
0.0,Sat Feb 24 07:21:23 +0000 2018,1.0,0.0,0.0,"Playlist: The Playlist: Janelle Monáe Feels the Funk, and 13 More New Songs https://t.co/BpxdwyyjlW",57,The New York Times
-0.1531,Sat Feb 24 07:16:06 +0000 2018,0.932,0.068,0.0,"RT @nytimesworld: Asked why such a gloomy view of Russia saturates his films, the director Andrey Zvyagintsev said that it was his innate d…",58,The New York Times
0.0,Sat Feb 24 07:03:13 +0000 2018,1.0,0.0,0.0,@ScottCacciola Just in case you need a reminder: Here's how curling works https://t.co/R6n3S6J7oW,59,The New York Times
0.7096,Sat Feb 24 06:59:15 +0000 2018,0.753,0.0,0.247,"""It's curling time fool."" 
@ScottCacciola is sharing live updates from the men's gold medal curling match at the Wi… https://t.co/Sxy0RsyxsJ",60,The New York Times
-0.3612,Sat Feb 24 06:47:01 +0000 2018,0.664,0.22,0.116,"Citing safety concerns and frustrations with antidoping efforts, the U.S. biathlon team says it will boycott an eve… https://t.co/MmgTG7HdL4",61,The New York Times
0.0,Sat Feb 24 06:29:17 +0000 2018,1.0,0.0,0.0,"How the ""Black Panther"" costumes drew on traditional African influences to look toward the future https://t.co/jm223j5xEy",62,The New York Times
-0.6369,Sat Feb 24 06:10:28 +0000 2018,0.56,0.332,0.108,"President Trump: ""I try like hell to hide that bald spot, folks. I work hard at it."" https://t.co/elCD71S2pq",63,The New York Times
0.5859,Sat Feb 24 05:53:49 +0000 2018,0.853,0.0,0.147,Ester Ledecka of the Czech Republic has become the first woman to win two gold medals in two sports in a single Win… https://t.co/nu0RsxvGvu,64,The New York Times
0.4215,Sat Feb 24 05:46:03 +0000 2018,0.851,0.0,0.149,A revision of the United States Citizenship and Immigration Services mission statement omits the phrase “nation of… https://t.co/yfxdcEmA2y,65,The New York Times
0.0,Sat Feb 24 05:31:02 +0000 2018,1.0,0.0,0.0,"RT @nytimesarts: A close-up look at the incredible ""Black Panther"" costumes, with the designer, Ruth E. Carter, walking us through her Afri…",66,The New York Times
0.0,Sat Feb 24 05:16:09 +0000 2018,1.0,0.0,0.0,"""It's curling time fool."" https://t.co/8p25jTCLP3",67,The New York Times
-0.4939,Sat Feb 24 04:45:23 +0000 2018,0.775,0.225,0.0,"Degas Painting, Stolen in 2009, Is Found on Bus Near Paris https://t.co/JMLEmm3jzk",68,The New York Times
0.0772,Sat Feb 24 04:40:00 +0000 2018,0.909,0.0,0.091,"[Corrects spelling] A number of corporations, including several car-rental companies, MetLife insurance and Symante… https://t.co/lh7G5DbJv1",69,The New York Times
0.7906,Sat Feb 24 04:32:01 +0000 2018,0.597,0.071,0.332,RT @nytpolitics: The Justice Department told the White House that approval for Jared Kushner's security clearance is delayed because there…,70,The New York Times
0.7425,Sat Feb 24 04:18:21 +0000 2018,0.751,0.0,0.249,"And Adam Rippon and Gus Kenworthy became some of the most celebrated athletes at the Olympics, with a fan base that… https://t.co/LaZSQPdxYs",71,The New York Times
-0.5719,Sat Feb 24 04:07:00 +0000 2018,0.791,0.209,0.0,"""Flower kids,"" skaters in charge of clearing the ice, are stealing the show https://t.co/Yt1WAlo2Hh https://t.co/hFA5diAZLZ",72,The New York Times
0.0,Sat Feb 24 04:01:50 +0000 2018,1.0,0.0,0.0,The last finisher of the men's 15-kilometer cross-country skiing race became a symbol of the Olympic Games https://t.co/l0cLDDjmuC,73,The New York Times
0.6486,Sat Feb 24 03:57:44 +0000 2018,0.71,0.0,0.29,"The 22nd largest team at the Olympics became a fan favorite. They didn't compete though. 
https://t.co/29CcPzSC0i",74,The New York Times
0.7003,Sat Feb 24 03:53:09 +0000 2018,0.746,0.0,0.254,"Well, Chloe Kim and Red Gerard did. But they were also celebrated as hangry teens who hit snooze. https://t.co/l0cLDDjmuC",75,The New York Times
-0.4717,Sat Feb 24 03:50:42 +0000 2018,0.809,0.191,0.0,Some of the biggest stars of the Pyeongchang Olympics didn't win gold medals https://t.co/l0cLDDjmuC,76,The New York Times
0.0,Sat Feb 24 03:31:05 +0000 2018,1.0,0.0,0.0,"At the Winter Olympics, men get two bobsled races, a two-man and four-man event. So why do women only compete in th… https://t.co/1FQ64ndwoA",77,The New York Times
0.0,Sat Feb 24 03:16:04 +0000 2018,1.0,0.0,0.0,"RT @nytimestheater: Joining the hit revival of ""Hello, Dolly!"" after Bette Midler, Bernadette Peters brings a different interpretation -- d…",78,The New York Times
-0.5423,Sat Feb 24 03:02:04 +0000 2018,0.837,0.163,0.0,"Missouri lawmakers could take steps toward impeachment if Gov. Eric Greitens, who faces a felony charge, does not r… https://t.co/JwbUWTn5gN",79,The New York Times
0.5719,Sat Feb 24 02:46:08 +0000 2018,0.844,0.0,0.156,Sebastien Toutant of Canada won the men’s big air snowboard event. American Kyle Mack was second and Red Gerard pla… https://t.co/b0zvlkwkXC,80,The New York Times
0.5106,Sat Feb 24 02:31:10 +0000 2018,0.852,0.0,0.148,"In their hometown, curling fans cheer themselves hoarse for Korea's Garlic Girls who have emerged as the most unexp… https://t.co/ZeWjz5QHg0",81,The New York Times
0.3802,Sat Feb 24 02:22:09 +0000 2018,0.776,0.0,0.224,"How do parents of big-air snowboarders stay calm?
“Tranquilizers!’’ https://t.co/AHAGRZddrF",82,The New York Times
0.4019,Sat Feb 24 02:17:08 +0000 2018,0.764,0.0,0.236,"A number of corporations, including several car-rental companies, MetLife insurance and Symantic security software,… https://t.co/5n16sxKGzR",83,The New York Times
0.0,Sat Feb 24 02:02:07 +0000 2018,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/7sro3z2Xnd,84,The New York Times
-0.5106,Sat Feb 24 01:55:53 +0000 2018,0.87,0.13,0.0,RT @JulietMacur: Russian bobsledder who wore an “I Don’t Do Doping” T-shirt failed a drug test at the Olympics. She’s the second Russian at…,85,The New York Times
0.0,Sat Feb 24 01:47:04 +0000 2018,1.0,0.0,0.0,"Opinion: The misguided drive to measure ""learning outcomes"" https://t.co/zNqSgWTdOW",86,The New York Times
0.0,Sat Feb 24 01:38:18 +0000 2018,1.0,0.0,0.0,@IndignantMN We'll bring the hotdish.,87,The New York Times
0.1027,Sat Feb 24 01:32:03 +0000 2018,0.729,0.125,0.146,"New York, New Jersey, Connecticut and Rhode Island banded together to form a gun safety coalition https://t.co/scgslHzkbI",88,The New York Times
0.0,Sat Feb 24 01:17:02 +0000 2018,1.0,0.0,0.0,RT @nytopinion: What chemicals might be in your body? Take @NickKristof's quiz: https://t.co/aSwwOkArGz,89,The New York Times
0.0,Sat Feb 24 01:02:03 +0000 2018,1.0,0.0,0.0,"President Trump said John Kelly, the White House chief of staff, will decide if Jared Kushner will continue to have… https://t.co/7rm3uMq1u0",90,The New York Times
-0.6597,Sat Feb 24 00:47:04 +0000 2018,0.761,0.239,0.0,"4 women with ovarian cancer managed to receive immunotherapy treatment. Against all expectations, it worked. https://t.co/cgRYiM3MWr",91,The New York Times
-0.3182,Sat Feb 24 00:32:03 +0000 2018,0.73,0.163,0.107,From Opinion: A Republican congressman from Florida used an assault rifle in the Army. Now he supports banning them… https://t.co/obkVjRsNrL,92,The New York Times
-0.5256,Sat Feb 24 00:17:04 +0000 2018,0.599,0.302,0.099,"RT @nytimesarts: Japan has a huge gaming population, but almost no gun deaths https://t.co/d5VOVfGFFE",93,The New York Times
0.6369,Sat Feb 24 00:02:03 +0000 2018,0.811,0.0,0.189,"Modern Love: ""My first thought was to call my husband, followed by a realization: I couldn’t. A month earlier, he h… https://t.co/CcFHTPaBvF",94,The New York Times
0.0,Fri Feb 23 23:47:02 +0000 2018,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/Thw2NnbqgY,95,The New York Times
0.4019,Fri Feb 23 23:32:03 +0000 2018,0.733,0.063,0.204,"Pink braids, blue weaves, natural curls and dreadlocks. For beauticians, hairstylists, hair models and guests, the… https://t.co/OC6q7aqX3u",96,The New York Times
-0.25,Fri Feb 23 23:17:01 +0000 2018,0.917,0.083,0.0,RT @nytimesworld: Which fast-food chain had to close half of its 900 outlets in Britain this week after a shortage of its signature offerin…,97,The New York Times
-0.5106,Fri Feb 23 23:02:04 +0000 2018,0.784,0.216,0.0,"You asked, @NYTimesWell answered: Can you get sick just from being cold? https://t.co/D2GMb6N7fr",98,The New York Times
-0.296,Fri Feb 23 22:47:02 +0000 2018,0.776,0.138,0.086,"A little over 8 years ago, a painting by the Impressionist Edgar Degas was stolen in Marseille. It was found last w… https://t.co/0QwBoul6Dp",99,The New York Times
0.0,Fri Feb 23 22:32:02 +0000 2018,1.0,0.0,0.0,"RT @nytimesworld: The Waldorf Astoria hotel, lodging of choice for presidents, diplomats and celebrities for decades, is now under the cont…",100,The New York Times
